overture_building_or_part_id,overture_parent_building_id,centroid_lon,centroid_lat,height,base_height,height_above_ground
24c4a09a-44d9-40b6-b812-7e58f6b6e8e9,N/A,-74.00031270000159,40.71327290000439,5.843173455193736,0.0,5.843173455193736
b6f2adc1-3d7b-4d0c-8688-9e31afeb88de,N/A,-74.0042391306468,40.71237158642973,5.539448045238762,0.0,5.539448045238762
ee6dc27c-56c8-4594-b020-7dfff07ce2a3,N/A,-74.00438651379734,40.712495708431014,7.006313388079849,0.0,7.006313388079849
4f10a881-4c16-4891-9460-865ec1321f2d,N/A,-74.00605509841839,40.71571058166674,52.049818739404465,0.0,52.049818739404465
96350a1d-813a-4ce4-a067-2c891062120c,N/A,-74.00627567595694,40.715006169635316,33.10358378650967,0.0,33.10358378650967
aa722a64-2503-457d-a908-e1da33495e35,N/A,-74.00082385112205,40.71707163284526,11.729935314519132,0.0,11.729935314519132
d821327f-7c03-471e-9992-46ee3ad4875c,N/A,-74.00364841660716,40.71442364840556,3.5,0.0,3.5
66e17bf5-6355-45da-85c6-3a30ee7cb4e0,N/A,-74.0043258897619,40.71484695813071,3.5,0.0,3.5
33c76c64-a42a-4a07-84da-7ca881baa726,N/A,-74.00401003804873,40.7151042243839,14.0,0.0,14.0
49564b2d-034d-492f-bded-27b8f237c933,N/A,-74.00028630000196,40.71407400000016,3.0,0.0,3.0
dd4825d4-de98-436b-8515-37e2bf462adc,N/A,-74.00248676723629,40.71417100172713,3.0,0.0,3.0
40ddbe97-914f-4497-99d8-441684d23600,N/A,-74.00399791129395,40.71423681540854,40.7,0.0,40.7
6af634be-d1d1-4a4b-b54e-bd80dc10f182,N/A,-74.0038865538551,40.71402154064083,84.6,0.0,84.6
cfed0fc0-a699-444f-be31-dc1c7fbabcd8,N/A,-74.00233347268117,40.71366766803222,20.0,0.0,20.0
92591ba3-9439-4a26-85a4-f8d2831bd429,N/A,-74.00187431227884,40.7132918502508,18.4,0.0,18.4
fb68a888-11e8-4398-82c5-e5094c45e349,N/A,-74.00215051771605,40.713236400472375,17.5,0.0,17.5
28122c0a-7ae8-4807-8d72-9e724f0dd743,N/A,-74.00243243817597,40.71336114012566,16.1,0.0,16.1
6fb13798-0512-4005-bb89-202fc6a6a8c4,N/A,-74.00267137326998,40.71333663514671,22.1,0.0,22.1
55dd3e94-0951-4b33-9c34-5eda120f5d85,N/A,-74.00333514998998,40.71357815000631,4.7,0.0,4.7
a1413d27-1a3c-4745-92fb-a3b5f393b448,N/A,-74.00322514998997,40.71351795000632,4.8,0.0,4.8
ab80ed55-74c8-4c13-a1f8-83e487a3590f,N/A,-74.00423774839439,40.71358122348033,47.8,0.0,47.8
a40da071-d40f-42a5-83cd-edb443c029e3,N/A,-74.00238616852135,40.71298658855386,44.0,0.0,44.0
3790e7bb-6239-4a33-9c15-aff5bf0d709d,N/A,-74.00198739193772,40.71309582676773,18.5,0.0,18.5
6821e851-ab70-41a0-a3a4-65af92b37288,N/A,-74.0008994097205,40.712812224767305,3.0,0.0,3.0
690dbe6b-08ad-431b-b30d-5c3c1417c398,N/A,-74.00096852093218,40.713163391262924,3.0,0.0,3.0
76b945d7-75ce-4b0a-a77e-ab2ab62b6a98,N/A,-74.00105880000187,40.713159300003404,3.0,0.0,3.0
80e048ce-ad22-4a55-a16b-9505d7a74986,N/A,-74.00153917534485,40.71318910913517,44.2,0.0,44.2
3e5de090-ed39-43f5-9663-ab04267ad865,N/A,-74.00024683268343,40.71348761935968,3.0,0.0,3.0
21d4d28e-d724-49ea-be6e-9665db68472c,N/A,-74.00006982041222,40.71356419350514,4.8,0.0,4.8
d64d96b4-c82b-4fa7-8aa9-a1cc0689abf9,N/A,-73.99990187420252,40.71242897817444,21.283885955810547,0.0,21.283885955810547
e9f8adba-50aa-48eb-8906-15bb45640176,N/A,-74.00130994090893,40.712704747085105,6.0,0.0,6.0
ca13cd69-1876-4b2e-9d2d-3a1de97eae82,N/A,-74.001635167515,40.71260185413332,4.0,0.0,4.0
7770d520-5791-40e0-a081-be47d585a4c6,N/A,-74.0023977112225,40.712390702099185,3.0,0.0,3.0
6cc48d34-8e7a-4d71-9520-8ffe76e22801,N/A,-74.00370216620308,40.71253009258033,4.7,0.0,4.7
c044c2f4-2926-4d87-952e-1de1fe2b8542,N/A,-74.00530396711046,40.712447301100966,3.0,0.0,3.0
4c4cebeb-149f-43e4-8fca-ec86b3d5a647,N/A,-74.00656025000033,40.7125726500014,3.0,0.0,3.0
8cc9bda3-c165-49e0-957b-2508c79c7f67,N/A,-74.00748442624636,40.71341184652576,62.1,0.0,62.1
9bcbc395-677c-4bc8-a14f-e47e413e2c0a,N/A,-74.00711110000043,40.712860650000664,3.0,0.0,3.0
ddbb8e1b-d8ec-4954-a5af-93590cd4f5c6,N/A,-74.00545251668841,40.71280420513914,3.0,0.0,3.0
a1651219-da23-420b-925d-820d90df3ea8,N/A,-74.00492165951769,40.712799690701615,3.0,0.0,3.0
cdf7f8ba-c730-46e4-9127-29ea0486badd,N/A,-74.00491684999996,40.71296200000055,2.0,0.0,2.0
ff70d579-9023-41e9-9790-8abdce57cb8f,N/A,-74.00732730330644,40.7136779819684,39.6,0.0,39.6
a2294327-af93-44f4-ad31-ea9d8e1eb79d,N/A,-74.00698309228112,40.71393973304679,46.0,0.0,46.0
3bacabf9-0141-4cc2-ba83-613900a5d1e8,N/A,-74.00562457628912,40.714211086525935,32.1,0.0,32.1
ddef2dd6-8dea-4673-bd6c-4d7c828d93a5,N/A,-74.00462929970202,40.71432485020875,26.1,0.0,26.1
4ca31b14-1493-47ff-b3fe-ad2bd3ade0e7,N/A,-74.00646494277764,40.714442003531474,68.5,0.0,68.5
798e6c91-471c-46e6-a463-eb267c77fe93,N/A,-74.00680048274378,40.71406464259574,21.1,0.0,21.1
7b02d431-7c28-4bc4-9bc0-f621bb2f5996,N/A,-74.00725622889017,40.71409478975923,44.1,0.0,44.1
368c8326-9ebb-4bb4-875b-1ab7db193cbd,N/A,-74.00719334347676,40.71546397882762,23.2,0.0,23.2
41afd27a-00ba-4c3b-992d-f7f6326f14fe,N/A,-74.00671681094884,40.71544050500137,30.4,0.0,30.4
3f5ef4fc-a063-4279-8028-46f55b6d4f8e,N/A,-74.00699669498152,40.715369167730486,21.4,0.0,21.4
9d039bd5-3b53-4bdd-8be5-4a0d1fc99732,N/A,-74.00636750289151,40.715415557753985,22.7,0.0,22.7
978aeb77-aebd-4486-809d-6f2f1cd73cbe,N/A,-74.0061591564716,40.715352354144315,14.8,0.0,14.8
013da8b8-a623-4f93-b6c7-6336fc38dbda,N/A,-74.00627280803425,40.715403360876486,15.1,0.0,15.1
a75fabcf-26e0-4c4c-a878-a579838f1998,N/A,-74.00648723430866,40.71546929137229,30.1,0.0,30.1
a2aefe34-7f54-487f-9579-72e302fd1a12,N/A,-74.00676316584239,40.71558274624115,21.8,0.0,21.8
9ec5600f-9390-44d5-94d1-1e7f04935fc9,N/A,-74.0068867451347,40.71562788148345,19.6,0.0,19.6
634167e4-4e2f-4424-902a-95e6b6c0dcde,N/A,-74.00705231255121,40.715692829836854,20.0,0.0,20.0
1c7ac482-fb6b-45bc-9e80-264dfe706935,N/A,-74.0059786806565,40.71604124133903,9.4,0.0,9.4
0b23e320-ceb4-4fbe-b6a9-c40601d74dcd,N/A,-74.00616509091697,40.71606075125008,9.3,0.0,9.3
ca49c89e-8df5-4940-bfbe-4dca4650c992,N/A,-74.00533703795496,40.71582015483312,9.7,0.0,9.7
baf62e62-204f-455e-a9eb-2218bb7d93bc,N/A,-74.00557623424348,40.71584312977475,22.6,0.0,22.6
e7bfd6bf-9837-484b-9bb0-869124539953,N/A,-74.00511118749624,40.71604485919956,27.6,0.0,27.6
e83cfeb7-b074-40e4-8bfe-a19adcd83e77,N/A,-74.00520129875586,40.715963384436776,20.2,0.0,20.2
e005b8d2-b2dd-4824-ad84-81509c59ae32,N/A,-74.00459793959187,40.71566219721841,9.8,0.0,9.8
4dc1d00d-8e18-4ed0-8408-68b9b0842284,N/A,-74.00537314990046,40.71573575006811,24.5,0.0,24.5
45830ff8-4a76-4991-baa5-d525c31806c6,N/A,-74.0054487525832,40.71564969448878,21.8,0.0,21.8
